Acesso,Organizacao,Sujeito,Acao,Objeto,Conflito
Permitted,CFET,Joao_Calvino,Requisitar,Material,0
Forbidden,CFET,Joao_Calvino,Criar,Guia_de_Requisicao,0
Forbidden,CFET,Joao_Calvino,Inserir,Guia_de_Requisicao,0
Forbidden,Uninorte,Vanessa_Lima,Generate,Process,0
Obliged,Uninorte,Vanessa_Lima,Open,Process,1
Permitted,Unidade_Administrativa,Professor,Solicitacao,Central_de_Copias,0
Permitted,Unidade_Administrativa,Professor,Analise,Central_de_Copias_Analise,0
Permitted,Comite_Etica_Em_Pesquisa,Professor,Solicitacao,Central_de_Copias,0
Permitted,CPA,Professor,Analise,Central_de_Copias,0
Permitted,Uninorte,Professor,Requisitar,Material,0
Permitted,Uninorte,Coordenador,Requisitar,Material,0
Permitted,Uninorte,Coordenador,Solicitacao,Central_de_Copias,0
Permitted,Comite_Etica_Em_Pesquisa,Coordenador,Solicitacao,Central_de_Copias,0
Forbidden,Uninorte,Joana_Siqueira,Acessar,Portal_do_Aluno,1
Permitted,Uninorte,Professor,Solicitacao,Biblioteca,0
Forbidden,Uninorte,Vanessa_Lima,Open,Process,1
Permitted,FAMETA,Secretario_de_Curso_Academico,Abertura,Documentos,0
Forbidden,FAMETA,Janaina_Souza,Abertura,Documentos,0
Permitted,FAMETA,Usuario_Terceirizado,Solicitar,Produtos,0
Forbidden,FAMETA,Pro_Reitora_Academica,Solicitar,Produtos,0
Permitted,FAMETA,Usuario_Terceirizado,Acessar,Almoxarifado,0
Forbidden,FAMETA,Jorge_Jesus,Acessar,Almoxarifado,0
Permitted,FAMETA,Secretarios,Solicitar,Materiais,0
Forbidden,FAMETA,Pro_Reitora_Academica,Solicitar,Materiais,0
Permitted,FAMETA,Setor_Administrativo,Gerar,Planilhas_de_Calculo,0
Permitted,FAMETA,Setor_Administrativo,Calcular,FGTS,1
Forbidden,FAMETA,Setor_Administrativo,Calcular,FGTS,1
Permitted,FAMETA,Aline_Moreira,Acessar,Portal_do_Aluno,1
Permitted,FAMETA,Aline_Moreira,Matricular,Aluno,0
Permitted,FAMETA,Raimundo_Nonato,Solicitacao,Central_de_Copias,0
Permitted,FAMETA,Raimundo_Nonato,Analise,Central_de_Copias_Analise,0
Permitted,Comite_Etica_Em_Pesquisa,Raimundo_Nonato,Solicitacao,Central_de_Copias,0
Permitted,CPA,Raimundo_Nonato,Analise,Central_de_Copias,0
Permitted,FAMETA,Grupo_Almoxarifado,Requisitar,Material,0
Forbidden,FAMETA,Grupo_Almoxarifado,Criar,Guia_de_Requisicao,0
Forbidden,FAMETA,Grupo_Almoxarifado,Inserir,Guia_de_Requisicao,0
Permitted,FAMETA,Usuario_Qualquer,Cadastrar,Convencao,1
Forbidden,FAMETA,Usuario_Qualquer,Nova,Convencao,1
Forbidden,FAMETA,Usuario_Qualquer,Alterar,Convencao,1
Forbidden,FAMETA,Usuario_Qualquer,Cadastrar,Convencao,1
Permitted,FAMETA,Usuario_Qualquer,Nova,Convencao,1
Permitted,FAMETA,Usuario_Qualquer,Alterar,Convencao,1
Permitted,FAMETA,Aline_Moreira,Solicitar,MatriculaAluno,0
Permitted,FAMETA,Aline_Moreira,Efetivar,MatriculaAluno,0
Permitted,FAMETA,Francisco_Mendes,LancarMedia,Notas,1
Permitted,FAMETA,Francisco_Mendes,VoltarLancamento,Notas,0
Forbidden,FAMETA,Francisco_Mendes,LancarMedia,Notas,1
Permitted,FAMETA,Francisco_Mendes,VoltarLancamento,Notas,0
Permitted,FAMETA,Secretario_de_Unidade_Administrativa,SolicitacaoAbertura,Documentos,0
Forbidden,FAMETA,Secretario_de_Unidade_Administrativa,Cancelamento,Documentos,0
Forbidden,FAMETA,Usuario_Terceirizado,Acess,Process,1
Obliged,FAMETA,Usuario_Terceirizado,Acess,Process,1
Forbidden,FAMETA,Estagiario3,Acess,Process,1
Obliged,FAMETA,Estagiario3,Acess,Process,1
Obliged,FAMETA,Estagiario1,Acess,Process,1
Forbidden,FAMETA,Estagiario1,Acess,Process,1
Permitted,Unidade_Administrativa,Usuario_Terceirizado,Record,ProcNURCADesp,1
Forbidden,Unidade_Administrativa,Usuario_Terceirizado,Record,ProcNURCADesp,1
Forbidden,Unidade_Administrativa,Usuario_Terceirizado,Create,ProcNURCADesp,1
Permitted,Unidade_Administrativa,Usuario_Terceirizado,Create,ProcNURCADesp,1
Forbidden,Unidade_Administrativa,Usuario_Terceirizado,Record,ProcNURCADesp,1
Permitted,Unidade_Administrativa,Usuario_Terceirizado,Record,ProcNURCADesp,1
Forbidden,Unidade_Administrativa,Usuario_Terceirizado,Generate,Process,0
Obliged,Unidade_Administrativa,Usuario_Terceirizado,Open,Process,0
Permitted,Unidade_Administrativa,Secretarios,Close,ProcessDispatch,0
Permitted,Unidade_Administrativa,Secretarios,Create,ProcessDispatch,0
Permitted,Unidade_Administrativa,Secretarios,Record,ProcessDispatch,0
Permitted,Unidade_Administrativa,Secretarios,Close,BuildDispatch,0
Permitted,Unidade_Administrativa,Secretarios,Create,BuildDispatch,0
Permitted,Unidade_Administrativa,Secretarios,Record,BuildDispatch,0
Permitted,CPA,Joao_Paulo,Analise,Central_de_Copias,0
Permitted,CFET,Italo_Calvino,Requisitar,Material,0
Forbidden,CFET,Italo_Calvino,Criar,Guia_de_Requisicao,0
Forbidden,CFET,Italo_Calvino,Inserir,Guia_de_Requisicao,0
Forbidden,FAMETA,Vanessa_Souza,Generate,Process,0
Obliged,FAMETA,Vanessa_Souza,Open,Process,1
Permitted,Unidade_Administrativa,Professor,Solicitacao,Central_de_Copias,0
Permitted,Unidade_Administrativa,Professor,Analise,Central_de_Copias_Analise,0
Permitted,Comite_Etica_Em_Pesquisa,Professor,Solicitacao,Central_de_Copias,0
Permitted,CPA,Professor,Analise,Central_de_Copias,0
Permitted,FAMETA,Professor,Requisitar,Material,0
Permitted,FAMETA,Coordenador,Requisitar,Material,0
Permitted,FAMETA,Coordenador,Solicitacao,Central_de_Copias,0
Permitted,Comite_Etica_Em_Pesquisa,Coordenador,Solicitacao,Central_de_Copias,0
Forbidden,FAMETA,Aline_Moreira,Acessar,Portal_do_Aluno,1
Permitted,FAMETA,Professor,Solicitacao,Biblioteca,0
Forbidden,FAMETA,Vanessa_Souza,Open,Process,1
Permitted,IFAC,Secretario_de_Curso_Academico,Abertura,Documentos,0
Forbidden,IFAC,Eliana_Maria_de_Souza,Abertura,Documentos,0
Permitted,IFAC,Usuario_Terceirizado,Solicitar,Produtos,0
Forbidden,IFAC,Pro_Reitora_Academica,Solicitar,Produtos,0
Permitted,IFAC,Usuario_Terceirizado,Acessar,Almoxarifado,0
Forbidden,IFAC,Francisco_Carlos,Acessar,Almoxarifado,0
Permitted,IFAC,Secretarios,Solicitar,Materiais,0
Forbidden,IFAC,Pro_Reitora_Academica,Solicitar,Materiais,0
Permitted,IFAC,Setor_Administrativo,Gerar,Planilhas_de_Calculo,0
Permitted,IFAC,Setor_Administrativo,Calcular,FGTS,1
Forbidden,IFAC,Setor_Administrativo,Calcular,FGTS,1
Permitted,IFAC,Raimunda_Souza,Acessar,Portal_do_Aluno,1
Permitted,IFAC,Raimunda_Souza,Matricular,Aluno,0
Permitted,IFAC,Francisco_Jose_Souza,Solicitacao,Central_de_Copias,0
Permitted,IFAC,Francisco_Jose_Souza,Analise,Central_de_Copias_Analise,0
Permitted,Comite_Etica_Em_Pesquisa,Francisco_Jose_Souza,Solicitacao,Central_de_Copias,0
Permitted,CPA,Francisco_Jose_Souza,Analise,Central_de_Copias,0
Permitted,IFAC,Grupo_Almoxarifado,Requisitar,Material,0
Forbidden,IFAC,Grupo_Almoxarifado,Criar,Guia_de_Requisicao,0
Forbidden,IFAC,Grupo_Almoxarifado,Inserir,Guia_de_Requisicao,0
Permitted,IFAC,Usuario_Qualquer,Cadastrar,Convencao,1
Forbidden,IFAC,Usuario_Qualquer,Nova,Convencao,1
Forbidden,IFAC,Usuario_Qualquer,Alterar,Convencao,1
Forbidden,IFAC,Usuario_Qualquer,Cadastrar,Convencao,1
Permitted,IFAC,Usuario_Qualquer,Nova,Convencao,1
Permitted,IFAC,Usuario_Qualquer,Alterar,Convencao,1
Permitted,IFAC,Raimunda_Souza,Solicitar,MatriculaAluno,0
Permitted,IFAC,Raimunda_Souza,Efetivar,MatriculaAluno,0
Permitted,IFAC,Marcos_Pontes,LancarMedia,Notas,1
Permitted,IFAC,Marcos_Pontes,VoltarLancamento,Notas,0
Forbidden,IFAC,Marcos_Pontes,LancarMedia,Notas,1
Permitted,IFAC,Marcos_Pontes,VoltarLancamento,Notas,0
Permitted,IFAC,Secretario_de_Unidade_Administrativa,SolicitacaoAbertura,Documentos,0
Forbidden,IFAC,Secretario_de_Unidade_Administrativa,Cancelamento,Documentos,0
Forbidden,IFAC,Usuario_Terceirizado,Acess,Process,1
Obliged,IFAC,Usuario_Terceirizado,Acess,Process,1
Forbidden,IFAC,Estagiario3,Acess,Process,1
Obliged,IFAC,Estagiario3,Acess,Process,1
Obliged,IFAC,Estagiario1,Acess,Process,1
Forbidden,IFAC,Estagiario1,Acess,Process,1
Permitted,Unidade_Administrativa,Usuario_Terceirizado,Record,ProcNURCADesp,1
Forbidden,Unidade_Administrativa,Usuario_Terceirizado,Record,ProcNURCADesp,1
Forbidden,Unidade_Administrativa,Usuario_Terceirizado,Create,ProcNURCADesp,1
Permitted,Unidade_Administrativa,Usuario_Terceirizado,Create,ProcNURCADesp,1
Forbidden,Unidade_Administrativa,Usuario_Terceirizado,Record,ProcNURCADesp,1
Permitted,Unidade_Administrativa,Usuario_Terceirizado,Record,ProcNURCADesp,1
Forbidden,Unidade_Administrativa,Usuario_Terceirizado,Generate,Process,0
Obliged,Unidade_Administrativa,Usuario_Terceirizado,Open,Process,0
Permitted,Unidade_Administrativa,Secretarios,Close,ProcessDispatch,0
Permitted,Unidade_Administrativa,Secretarios,Create,ProcessDispatch,0
Permitted,Unidade_Administrativa,Secretarios,Record,ProcessDispatch,0
Permitted,Unidade_Administrativa,Secretarios,Close,BuildDispatch,0
Permitted,Unidade_Administrativa,Secretarios,Create,BuildDispatch,0
Permitted,Unidade_Administrativa,Secretarios,Record,BuildDispatch,0
Permitted,CPA,Joao_Paulo,Analise,Central_de_Copias,0
Permitted,CFET,Joao_Calvino,Requisitar,Material,0
Forbidden,CFET,Joao_Calvino,Criar,Guia_de_Requisicao,0
Forbidden,CFET,Joao_Calvino,Inserir,Guia_de_Requisicao,0
Forbidden,IFAC,Ana_Ester,Generate,Process,0
Obliged,IFAC,Ana_Ester,Open,Process,1
Permitted,Unidade_Administrativa,Professor,Solicitacao,Central_de_Copias,0
Permitted,Unidade_Administrativa,Professor,Analise,Central_de_Copias_Analise,0
Permitted,Comite_Etica_Em_Pesquisa,Professor,Solicitacao,Central_de_Copias,0
Permitted,CPA,Professor,Analise,Central_de_Copias,0
Permitted,IFAC,Professor,Requisitar,Material,0
Permitted,IFAC,Coordenador,Requisitar,Material,0
Permitted,IFAC,Coordenador,Solicitacao,Central_de_Copias,0
Permitted,Comite_Etica_Em_Pesquisa,Coordenador,Solicitacao,Central_de_Copias,0
Forbidden,IFAC,Raimunda_Souza,Acessar,Portal_do_Aluno,1
Permitted,IFAC,Professor,Solicitacao,Biblioteca,0
Forbidden,IFAC,Ana_Ester,Open,Process,1
